outer_fold,model,candidate_id,parameters_json,inner_fold,f2,inner_train_n,inner_validation_n
1,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",1,0.7333333333333333,241,61
1,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",2,0.7718120805369127,241,61
1,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",3,0.7394366197183099,242,60
1,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",4,0.7432432432432432,242,60
1,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",5,0.7615894039735099,242,60
1,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",1,0.7333333333333333,241,61
1,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",2,0.7718120805369127,241,61
1,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",3,0.7394366197183099,242,60
1,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",4,0.7432432432432432,242,60
1,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",5,0.7615894039735099,242,60
1,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",1,0.7333333333333333,241,61
1,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",2,0.7718120805369127,241,61
1,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",3,0.7394366197183099,242,60
1,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",4,0.7432432432432432,242,60
1,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",5,0.7718120805369127,242,60
1,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",1,0.6086956521739131,241,61
1,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",2,0.3879310344827586,241,61
1,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",3,0.5660377358490566,242,60
1,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",4,0.4782608695652174,242,60
1,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",5,0.5045871559633027,242,60
1,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",1,0.4090909090909091,241,61
1,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",2,0.36036036036036034,241,61
1,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",3,0.44554455445544555,242,60
1,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",4,0.4954954954954955,242,60
1,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",5,0.5909090909090909,242,60
1,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",1,0.4166666666666667,241,61
1,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",2,0.3211009174311927,241,61
1,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",3,0.30303030303030304,242,60
1,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",4,0.5045871559633027,242,60
1,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",5,0.5045871559633027,242,60
1,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",1,0.45045045045045046,241,61
1,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",2,0.35714285714285715,241,61
1,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",3,0.49504950495049505,242,60
1,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",4,0.4954954954954955,242,60
1,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",5,0.5909090909090909,242,60
1,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",1,0.4205607476635514,241,61
1,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",2,0.3333333333333333,241,61
1,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",3,0.3431372549019608,242,60
1,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",4,0.5309734513274337,242,60
1,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",5,0.4954954954954955,242,60
1,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",1,0.646551724137931,241,61
1,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",2,0.6557377049180327,241,61
1,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",3,0.5803571428571429,242,60
1,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",4,0.6666666666666666,242,60
1,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",5,0.5785123966942148,242,60
1,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",1,0.603448275862069,241,61
1,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",2,0.625,241,61
1,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",3,0.5909090909090909,242,60
1,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",4,0.6722689075630253,242,60
1,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",5,0.5833333333333334,242,60
1,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",1,0.5932203389830508,241,61
1,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",2,0.625,241,61
1,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",3,0.5963302752293578,242,60
1,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",4,0.635593220338983,242,60
1,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",5,0.6198347107438017,242,60
1,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",1,0.5982905982905983,241,61
1,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",2,0.5932203389830508,241,61
1,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",3,0.625,242,60
1,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",4,0.635593220338983,242,60
1,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",5,0.625,242,60
1,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",1,0.5603448275862069,241,61
1,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",2,0.6140350877192983,241,61
1,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",3,0.6696428571428571,242,60
1,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",4,0.6722689075630253,242,60
1,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",5,0.5785123966942148,242,60
2,Logistic Regression,1,"{""C"": 0.01}",1,0.5555555555555556,241,61
2,Logistic Regression,1,"{""C"": 0.01}",2,0.6696428571428571,241,61
2,Logistic Regression,1,"{""C"": 0.01}",3,0.6837606837606838,242,60
2,Logistic Regression,1,"{""C"": 0.01}",4,0.6140350877192983,242,60
2,Logistic Regression,1,"{""C"": 0.01}",5,0.6779661016949152,242,60
2,Logistic Regression,2,"{""C"": 0.1}",1,0.6302521008403361,241,61
2,Logistic Regression,2,"{""C"": 0.1}",2,0.6637168141592921,241,61
2,Logistic Regression,2,"{""C"": 0.1}",3,0.6722689075630253,242,60
2,Logistic Regression,2,"{""C"": 0.1}",4,0.6521739130434783,242,60
2,Logistic Regression,2,"{""C"": 0.1}",5,0.6086956521739131,242,60
2,Logistic Regression,3,"{""C"": 1.0}",1,0.6410256410256411,241,61
2,Logistic Regression,3,"{""C"": 1.0}",2,0.6956521739130435,241,61
2,Logistic Regression,3,"{""C"": 1.0}",3,0.635593220338983,242,60
2,Logistic Regression,3,"{""C"": 1.0}",4,0.646551724137931,242,60
2,Logistic Regression,3,"{""C"": 1.0}",5,0.6140350877192983,242,60
2,Logistic Regression,4,"{""C"": 10.0}",1,0.6521739130434783,241,61
2,Logistic Regression,4,"{""C"": 10.0}",2,0.7017543859649122,241,61
2,Logistic Regression,4,"{""C"": 10.0}",3,0.5932203389830508,242,60
2,Logistic Regression,4,"{""C"": 10.0}",4,0.6578947368421053,242,60
2,Logistic Regression,4,"{""C"": 10.0}",5,0.6140350877192983,242,60
2,Logistic Regression,5,"{""C"": 100.0}",1,0.646551724137931,241,61
2,Logistic Regression,5,"{""C"": 100.0}",2,0.7017543859649122,241,61
2,Logistic Regression,5,"{""C"": 100.0}",3,0.5982905982905983,242,60
2,Logistic Regression,5,"{""C"": 100.0}",4,0.6578947368421053,242,60
2,Logistic Regression,5,"{""C"": 100.0}",5,0.6140350877192983,242,60
2,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",1,0.5,241,61
2,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",2,0.5238095238095238,241,61
2,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",3,0.5909090909090909,242,60
2,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",4,0.6363636363636364,242,60
2,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",5,0.5660377358490566,242,60
2,Random Forest,2,"{""max_depth"": null, ""min_samples_leaf"": 3}",1,0.5603448275862069,241,61
2,Random Forest,2,"{""max_depth"": null, ""min_samples_leaf"": 3}",2,0.514018691588785,241,61
2,Random Forest,2,"{""max_depth"": null, ""min_samples_leaf"": 3}",3,0.7142857142857143,242,60
2,Random Forest,2,"{""max_depth"": null, ""min_samples_leaf"": 3}",4,0.6363636363636364,242,60
2,Random Forest,2,"{""max_depth"": null, ""min_samples_leaf"": 3}",5,0.5405405405405406,242,60
2,Random Forest,3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",1,0.5217391304347826,241,61
2,Random Forest,3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",2,0.6018518518518519,241,61
2,Random Forest,3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",3,0.6896551724137931,242,60
2,Random Forest,3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",4,0.625,242,60
2,Random Forest,3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",5,0.5701754385964912,242,60
2,Random Forest,4,"{""max_depth"": 5, ""min_samples_leaf"": 3}",1,0.5508474576271186,241,61
2,Random Forest,4,"{""max_depth"": 5, ""min_samples_leaf"": 3}",2,0.6306306306306306,241,61
2,Random Forest,4,"{""max_depth"": 5, ""min_samples_leaf"": 3}",3,0.6837606837606838,242,60
2,Random Forest,4,"{""max_depth"": 5, ""min_samples_leaf"": 3}",4,0.6194690265486725,242,60
2,Random Forest,4,"{""max_depth"": 5, ""min_samples_leaf"": 3}",5,0.5701754385964912,242,60
2,Random Forest,5,"{""max_depth"": 10, ""min_samples_leaf"": 2}",1,0.5263157894736842,241,61
2,Random Forest,5,"{""max_depth"": 10, ""min_samples_leaf"": 2}",2,0.5555555555555556,241,61
2,Random Forest,5,"{""max_depth"": 10, ""min_samples_leaf"": 2}",3,0.5701754385964912,242,60
2,Random Forest,5,"{""max_depth"": 10, ""min_samples_leaf"": 2}",4,0.6363636363636364,242,60
2,Random Forest,5,"{""max_depth"": 10, ""min_samples_leaf"": 2}",5,0.5504587155963303,242,60
2,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",1,0.777027027027027,241,61
2,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",2,0.7615894039735099,241,61
2,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",3,0.6993006993006993,242,60
2,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",4,0.7718120805369127,242,60
2,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",5,0.738255033557047,242,60
2,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",1,0.777027027027027,241,61
2,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",2,0.7615894039735099,241,61
2,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",3,0.6993006993006993,242,60
2,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",4,0.7718120805369127,242,60
2,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",5,0.738255033557047,242,60
2,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",1,0.777027027027027,241,61
2,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",2,0.777027027027027,241,61
2,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",3,0.6993006993006993,242,60
2,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",4,0.7718120805369127,242,60
2,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",5,0.738255033557047,242,60
2,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",1,0.777027027027027,241,61
2,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",2,0.7638888888888888,241,61
2,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",3,0.6993006993006993,242,60
2,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",4,0.7718120805369127,242,60
2,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",5,0.738255033557047,242,60
2,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",1,0.777027027027027,241,61
2,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",2,0.7746478873239436,241,61
2,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",3,0.6993006993006993,242,60
2,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",4,0.777027027027027,242,60
2,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",5,0.738255033557047,242,60
2,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",1,0.5357142857142857,241,61
2,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",2,0.5555555555555556,241,61
2,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",3,0.5607476635514018,242,60
2,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",4,0.5504587155963303,242,60
2,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",5,0.3883495145631068,242,60
2,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",1,0.46296296296296297,241,61
2,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",2,0.5238095238095238,241,61
2,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",3,0.5288461538461539,242,60
2,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",4,0.42857142857142855,242,60
2,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",5,0.39603960396039606,242,60
2,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",1,0.5405405405405406,241,61
2,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",2,0.33980582524271846,241,61
2,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",3,0.6132075471698113,242,60
2,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",4,0.4205607476635514,242,60
2,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",5,0.4368932038834951,242,60
2,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",1,0.46296296296296297,241,61
2,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",2,0.5238095238095238,241,61
2,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",3,0.5288461538461539,242,60
2,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",4,0.42857142857142855,242,60
2,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",5,0.4411764705882353,242,60
2,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",1,0.5454545454545454,241,61
2,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",2,0.33980582524271846,241,61
2,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",3,0.5714285714285714,242,60
2,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",4,0.38461538461538464,242,60
2,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",5,0.42857142857142855,242,60
2,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",1,0.6910569105691057,241,61
2,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",2,0.6194690265486725,241,61
2,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",3,0.6967213114754098,242,60
2,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",4,0.603448275862069,242,60
2,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",5,0.5309734513274337,242,60
2,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",1,0.6611570247933884,241,61
2,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",2,0.6086956521739131,241,61
2,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",3,0.6302521008403361,242,60
2,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",4,0.6086956521739131,242,60
2,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",5,0.5309734513274337,242,60
2,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",1,0.5785123966942148,241,61
2,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",2,0.6086956521739131,241,61
2,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",3,0.6722689075630253,242,60
2,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",4,0.6140350877192983,242,60
2,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",5,0.5454545454545454,242,60
2,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",1,0.6666666666666666,241,61
2,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",2,0.5803571428571429,241,61
2,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",3,0.6302521008403361,242,60
2,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",4,0.6086956521739131,242,60
2,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",5,0.5357142857142857,242,60
2,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",1,0.625,241,61
2,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",2,0.5752212389380531,241,61
2,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",3,0.7024793388429752,242,60
2,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",4,0.5701754385964912,242,60
2,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",5,0.5045871559633027,242,60
3,Logistic Regression,1,"{""C"": 0.01}",1,0.75,241,61
3,Logistic Regression,1,"{""C"": 0.01}",2,0.5508474576271186,241,61
3,Logistic Regression,1,"{""C"": 0.01}",3,0.6018518518518519,242,60
3,Logistic Regression,1,"{""C"": 0.01}",4,0.6521739130434783,242,60
3,Logistic Regression,1,"{""C"": 0.01}",5,0.625,242,60
3,Logistic Regression,2,"{""C"": 0.1}",1,0.75,241,61
3,Logistic Regression,2,"{""C"": 0.1}",2,0.5785123966942148,241,61
3,Logistic Regression,2,"{""C"": 0.1}",3,0.6132075471698113,242,60
3,Logistic Regression,2,"{""C"": 0.1}",4,0.5652173913043478,242,60
3,Logistic Regression,2,"{""C"": 0.1}",5,0.6956521739130435,242,60
3,Logistic Regression,3,"{""C"": 1.0}",1,0.75,241,61
3,Logistic Regression,3,"{""C"": 1.0}",2,0.5371900826446281,241,61
3,Logistic Regression,3,"{""C"": 1.0}",3,0.6132075471698113,242,60
3,Logistic Regression,3,"{""C"": 1.0}",4,0.5263157894736842,242,60
3,Logistic Regression,3,"{""C"": 1.0}",5,0.6637168141592921,242,60
3,Logistic Regression,4,"{""C"": 10.0}",1,0.75,241,61
3,Logistic Regression,4,"{""C"": 10.0}",2,0.5327868852459017,241,61
3,Logistic Regression,4,"{""C"": 10.0}",3,0.6542056074766355,242,60
3,Logistic Regression,4,"{""C"": 10.0}",4,0.5217391304347826,242,60
3,Logistic Regression,4,"{""C"": 10.0}",5,0.6521739130434783,242,60
3,Logistic Regression,5,"{""C"": 100.0}",1,0.743801652892562,241,61
3,Logistic Regression,5,"{""C"": 100.0}",2,0.5327868852459017,241,61
3,Logistic Regression,5,"{""C"": 100.0}",3,0.6542056074766355,242,60
3,Logistic Regression,5,"{""C"": 100.0}",4,0.5217391304347826,242,60
3,Logistic Regression,5,"{""C"": 100.0}",5,0.6086956521739131,242,60
3,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",1,0.5909090909090909,241,61
3,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",2,0.5217391304347826,241,61
3,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",3,0.6372549019607843,242,60
3,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",4,0.46296296296296297,242,60
