relative_path,sha256,bytes,release_class
false_negative_profile.csv,231f51e3b20067b04cc669bb6b2850491649f75b8dc7e3dee3454a7c6ad50952,3666,public
false_negative_profile_summary.csv,72b9ed3fb7049bd729017afbbfd2431bbe211981f367cbb58f419df1857b665b,3384,public
false_negative_remediation_decision.json,52f96bff12f7a6db3e286d3d7900ee83502d74a66b2070829df089ab5a5214d2,649,public
feature_codebook_and_descriptives.csv,cbef87a63d618105e9f3eed2fd93f5127b936fd7091fb43eae988a0a821e5a20,6370,public
feature_distribution_counts.csv,9a851677345bfe7a0db4f5039cf95c19dce844dcbff25de10b2b138e9a30a289,2181,public
feature_retention_decision.csv,4462f63a1dbb0f53aa47ba5ee5f21c40455fcf63ea917a52645b021c007a894e,2210,public
feature_selection_rule_sensitivity.csv,e24cbef21ecbb747110c6de8e423da18cfd3dd283a57aedf384438b7abe55aef,7931,public
figure_manifest.csv,53fb42649c2afa6c52b0a4aad9428c1e81c39ab91f275fd91f6d8c403effc1bf,11299,public
figures/fig01_study_framework.pdf,2a9f699358d72399cb01b5715d2af1b7f0577ceaab4d91079d5be5616dc0ca02,33296,public
figures/fig01_study_framework.png,2cabe58ac7d4b4d2400884d00a572329fff354ebc4c68a4592f050a48c148007,386930,public
figures/fig01_study_framework.svg,8c412aefd0eb424b94489c594461be942c29818c159b8deb5b3c6dcc2d5d1c73,102062,public
figures/fig02_model_workflow.pdf,54c77608c6bcb3da9a160b42097966fe3d9934080ffce461cb2971891120e0d0,39023,public
figures/fig02_model_workflow.png,c066136f338380f0ba5098ead3748706c845406ea2b1d5a42e6010560c2937b2,422557,public
figures/fig02_model_workflow.svg,963acc1480434d156d80b1e5feecd2fa679928a0b928b7f2b0efa674913e647a,116930,public
figures/fig03_participant_flow.pdf,b8400228579e680b8c5ad17c40fe1b2b1a28ac9ed6301ed59c713143da11bb8d,12952,public
figures/fig03_participant_flow.png,c733456d8adbf2f729b79afa502b3711433b0f58d631e3360ee3c28068b196a4,73163,public
figures/fig04_sample_demographics.pdf,323fe431dfd049e3935f1c163a4ac20e8ce6673e5d0cfad2a35c89578bf50c35,17674,public
figures/fig04_sample_demographics.png,d073c088161008b7671aa1e011a61d992d4511fba14a9758b13c8ebe672b8e7b,197024,public
figures/fig05_target_prevalence_groups.pdf,9ffd593dcb97587d85062a52ac9f0ba57f36f8a4b5068b3b37eb8346a2065f60,16160,public
figures/fig05_target_prevalence_groups.png,88928549d52e6528b45295ef5a40fc0c473d126ecc224f800d7f4137d5c5f8eb,167128,public
figures/fig06_missingness.pdf,bdce5d1611e3eb4b0366d17014d09d38e9055ef04e24f49231c0d2f6fd8927a6,17040,public
figures/fig06_missingness.png,d6d70eaa0927db3f5fe719da7d62963212dd089cff5217d38e7b775cf39d2feb,170067,public
figures/fig07_predictor_correlation.png,7595b240b64986b0caf3feb4924ef8b9b492e2a2638a623a318b03127a2acff6,345684,public
figures/fig08_permutation_diagnostic.png,c6ba3962f844b91f2393cb5ed0ecf75189266e7353a09bf49de852d7549f3342,192324,public
figures/fig09_development_model_comparison.pdf,87137471e6de2ac76fe9b1b8d34f11a8554011f3d53fe309e269db93f0c06437,19389,public
figures/fig09_development_model_comparison.png,22cb815e3fe05569a816a4b5be18a3951ac2376d065449443ed74075db3cdda8,287788,public
figures/fig09_development_model_comparison.svg,d8a8d1630dfdfdb5c897a92949f94cf324497e5a5ece4049a044a5a1e11592d0,91581,public
figures/fig10_oof_roc_pr.pdf,6c346573475bb340c641b51cfb3f67e07e1f13bf46522b7425486ea2199aa2db,26961,public
figures/fig10_oof_roc_pr.png,ffecf226837f0c5dbb2085fca2bc77ed54edf45a26b3ea9b5706d7930f28dfc7,390797,public
figures/fig11_fold_recall_distribution.pdf,242e9fd1b2793c2540ec34305a8184f643f527869f9139757deaef88b5d91d34,14055,public
figures/fig11_fold_recall_distribution.png,0e65017eed045867e46947748be7632aa77692383d9c50901c35d10c6d620ce5,71485,public
figures/fig12a_k_predictive_performance.pdf,43017426d86b60c3cb440be155fb831dc709f41662cf25ef6fcb1085dfbb2a63,14077,public
figures/fig12a_k_predictive_performance.png,9e71147c754270cb9e89ca895db6479ebc2fe68dee9b1ef4a8c78994e6154d6f,97566,public
figures/fig12b_k_calibration.pdf,03a7aa4bec329afc92f3cbde9bcf34356e9bce855040a6682a2c0f21f64d8301,13302,public
figures/fig12b_k_calibration.png,60a16cdd23b584fa70c46e511e35579782ff3529a22bffc73b11040f92b53ca6,124249,public
figures/fig13_threshold_sensitivity.pdf,2d2fae5bda4dcf768cee2f7fdd435609f36bec341c2753d9ffef84d83326827f,20147,public
figures/fig13_threshold_sensitivity.png,5bbfd2ae06cf5330460acaba1b601e6df3b26e061707e29f1daf0dc5ce7f62f9,234638,public
figures/fig13_threshold_sensitivity.svg,232405295c166506de6c8f261e6f5c62b1e67021cfc9ef9252c52f50d401a773,65312,public
figures/fig14_heldout_test_performance.pdf,e347dead8a8489d4d2e618c1358979ac92ea0d1f6cebac47028b13786f01d6ea,16742,public
figures/fig14_heldout_test_performance.png,501bc4044b30704865b7aaaac0f859b0da5e43a1009c7813d4f40924583e2333,97216,public
figures/fig15_heldout_test_confusion.pdf,cbbfd9a1be8ba8a16ff4a9cbe47902af0b069c223db37cc683aa03bbda9bf18e,17076,public
figures/fig15_heldout_test_confusion.png,4247541f782489530d1d4ec072e055cc5e29d54363350d7e3a8d2ef18d915552,178467,public
figures/fig16_calibration_curves.pdf,3f277a73b12804559471401717ffa61be30e6b23ecc866fcebaf095af9c67148,18372,public
figures/fig16_calibration_curves.png,0971555637222ad5aacb736d63957cfe1dd810b7b668d935de8a77a1ce62784a,258703,public
figures/fig16_calibration_curves.svg,ff625e228349758892160a260dc1d787967b44bf973fedf8d85e37526022dda6,55850,public
figures/fig17_recalibration_tradeoff.pdf,b98b51761c9236b266b4cc1dfe6c9a3a4ab5dd12b347637850c8378e0b2acd3e,15725,public
figures/fig17_recalibration_tradeoff.png,38140c238b26118a01e8ccb1a4c9d8ec95bf66b4a2bdc919a4b8410d55b26433,111150,public
figures/fig18a_split_seed_recall.pdf,404ff1a86fd44bf6e19e4bb766b0b50fa3f454e1f378a934f5d0868dab34a8e2,14669,public
figures/fig18a_split_seed_recall.png,5c9d08567843bf46593669edd692b37b78b78b57cc56a7240865434aeaa462ff,111661,public
figures/fig18b_split_seed_f2.pdf,53ed6ff2add9ac99c04ef7aab2ea2c38374f0af71140e19643d412fac85af75b,14391,public
figures/fig18b_split_seed_f2.png,7306cc0b116c8b802678e94403620f52be88c123791e09e5ca9cf8dcb4a0e30f,112790,public
figures/fig18c_split_seed_average_precision.pdf,47a15151c58e79ff83485884df428b63dcc3b38b509ec4be3d192f8ffa8fa2c9,15051,public
figures/fig18c_split_seed_average_precision.png,6aa95e0db9c408314ea4dcd386a9a0dcacca2baa102219dba7ca5189dc71978f,103903,public
figures/fig18d_split_seed_auc_roc.pdf,366dd0e417cafc3babd4f60399d012bac604d1e15e5b31386c4c83f4867fdc9d,15834,public
figures/fig18d_split_seed_auc_roc.png,9fa0cd039b550f93aa141e4e0236762fefd0ad668bbcbd48499a3eb39965e663,94502,public
figures/fig19a_balance_by_k_recall.pdf,9223f29f53f77cef7aeb284b94dc7eeefddefbcc327686bde86b369b08495da7,16978,public
figures/fig19a_balance_by_k_recall.png,dd862e6893ceafd8e49fbc2b43703e4e8d490713eaeb088a1d432e147899d6b6,108761,public
figures/fig19a_balance_by_k_recall.svg,5d1f5dc230a3754a32d89a3a814574d12d85239dfd3f40e6e48c3f120f9c62ca,42268,public
figures/fig19b_balance_by_k_calibration.pdf,016368da48ebe76ed40057ba8c05737d08af88bbc9342e8aefba2d1a84fe4650,15551,public
figures/fig19b_balance_by_k_calibration.png,dfff9b2f6f270508705b3c9ffed9f72d70ccc118559ebbf7cfce2ab4d0d1265b,129099,public
figures/fig19b_balance_by_k_calibration.svg,f53ce904981981c1f94e323f911dfbadc8b313f506b97f04e2a463247eb38598,41455,public
figures/fig20a_balance_ratio_recall.pdf,2aaa1ab9bf0d5c9d8b6aec189f200a3135eec69d46ea1519a33eaed364818125,12861,public
figures/fig20a_balance_ratio_recall.png,9d22d90d165473a3c5ba549900f18609dc5bfbfbd54990130cc9df5844549e12,87359,public
figures/fig20b_balance_ratio_calibration.pdf,631054c6973d6768b0b25686bde1ee00d0902050d6dd51d5ba71041af6dacd52,15159,public
figures/fig20b_balance_ratio_calibration.png,671984589ea146297312de8d53582d002c262a166b3d6a3de0728f57904e998a,136435,public
figures/fig21a_review_workload.pdf,0ab8e5d1ee7f3333a5df4c424641b7f10e2f0a9f3eeaa3d1e08f0fe9c177d922,17962,public
figures/fig21a_review_workload.png,65114de43b0b7ad86568bfceb16dd18e9ec7f4f5313a11455d4bdce51ca87868,221115,public
figures/fig21a_review_workload.svg,ff8269285e0d93fe4dd2517b0183892bc7e3025ac3b126027ccca8dfaf921762,49071,public
figures/fig21b_referral_composition.pdf,c59213f82f32905f15fc3867c8c13585033a93586423a7a612da978943ae5783,14356,public
figures/fig21b_referral_composition.png,7e1c856a3f36b2bda561a9ad015df0696bd6c04cc6c9183877b9dde4b6c89313,165864,public
figures/fig21b_referral_composition.svg,333005748ca18e755d5f6cc94ab8d9f9e2ea82da9a01ede1db0c49bdc6b0ca26,37415,public
figures/fig22a_equal_opportunity_nested_development_oof.pdf,123e34dec6ed5733a2a8f8e144495c804f56e30b21502f39413a219491f8720f,17478,public
figures/fig22a_equal_opportunity_nested_development_oof.png,d964bef8e8e2ccd65d9b4c1a40529da7ab9aef9eff82a15820c41eb66340516c,114175,public
figures/fig22a_equal_opportunity_nested_development_oof.svg,0ba90d56eabc1145faa5cb32faa194584665810613d47a4621ca611c7318b3ee,42972,public
figures/fig22b_equal_opportunity_held_out_test.pdf,dbe39c8902c31bd4ae79db85808bb38f3bc91ad5e35477de9002eb9100af7412,17139,public
figures/fig22b_equal_opportunity_held_out_test.png,be4fbe7f18b306781654b503934784d56ecff7bb94333f68fb2ed6c31e0bf88e,107458,public
figures/fig22b_equal_opportunity_held_out_test.svg,20ec85f5eef43d00f355bd1b665926b744a35d122643893f307af6a0a69429a3,41313,public
figures/fig22c_subgroup_recall.pdf,4226fb8bf174c72abdf1147edf9f4440d9a58e46cc6ded2c31386c015d62e664,19026,public
figures/fig22c_subgroup_recall.png,e64205574c902f255321ea3ec3c79245ddcc50b5043cd388bae5b7648eb2d2fc,149864,public
figures/fig22c_subgroup_recall.svg,02f79877b1e26d7d9511070c1fe37475bc1a90ab6bf6f5b937d8c0cfc724c1e7,50153,public
figures/fig23a_internet_recall.pdf,91f6d11b363900fb7f1ddf8969a370bd1b6713b109d81952813e215b1fef3a7a,16046,public
figures/fig23a_internet_recall.png,a5efa848c936c18ad966d10be25cfedbff4fa24e43f8e68f24238e743c80e3e9,102265,public
figures/fig23b_internet_f2.pdf,3031ffd4aa1c6b88c7441eb8e9e3d05dcc00c4c64d600d6f45b48fc55e84e9b9,16049,public
figures/fig23b_internet_f2.png,0fcaea848bdb65b4304403ac80d9df9919ca3c701904846325763e67b16ab889,103408,public
figures/fig23c_internet_average_precision.pdf,2310652bc3ee33c277fa2bc24729a203b91b492831e9a0430b84d3ff06b2f4d1,16267,public
figures/fig23c_internet_average_precision.png,0daa804f519dc36b005b953937baf9165e4f04b1051993ceb919554b802c0e7f,112262,public
figures/fig24_fsii_main_effects.pdf,d364cb8d66d10c4768a5ff4ed06c5cb67f03f7fd697e53d326b346b3cd4b4f8f,19597,public
figures/fig24_fsii_main_effects.png,88d4d6d4cf198b22db53234855cfb51de0185523ea5c56015001394bcbd33919,212753,public
figures/fig24_fsii_main_effects.svg,5561ee45a03280f438b0396345df7d69783b47b974db0807ca97951927371056,65114,public
figures/fig25_fsii_interactions.pdf,48b2920fc2dc56d665ebb9b0ced295b46ea65859e81ada50c76c8dd0d3d2e559,23584,public
figures/fig25_fsii_interactions.png,cf3b33cd655b06d35a535062a73dea0bf3933e7ba18d2680d7473231c1e61ac8,367603,public
figures/fig25_fsii_interactions.svg,27bc749ea3cd36a70cf6f7c04eb4d2aefd14e6e1ae4d53704e730a6d30fecae4,121348,public
figures/fig26_theory_attribution_shift.pdf,e01c9d33f67fa49b89da392a870dd7f5d3d6a968dcfa89fd3d318e5efd5c83b6,16093,public
figures/fig26_theory_attribution_shift.png,97b12caace4c2ab69d5ab91cd6bb72bdc99c03416d07f90c20cc9d8b84c7c1b5,267963,public
figures/fig27_uci_robustness.pdf,40999cce06fc4f2845589e09bb4e8a137ce6f5106ac0beea5437cd71f8ac9735,18169,public
figures/fig27_uci_robustness.png,536cedb833a03530fb2148b7d8960616982a94a111d0c94dff0e540957e511d6,128813,public
figures/fig27_uci_robustness.svg,e20515b8333a6ecd15cef905173f52c38b488e1f76a569b2478c113503fd166b,47761,public
figures/fig28_inference_latency.png,cc7083fcafd59d2e1b1d6aaea94e8ff87e7fa357d9be1764bc07027eb6fc23dd,94501,public
figures/fig29_false_negative_profile.pdf,2992e20da798fe3ac73cc24527c9800d07a52527d323ee51a9dbbb2a7923d10e,15341,public
figures/fig29_false_negative_profile.png,46c229f801a9d844ec455df5c377136d2ec855d46b21dfceac38b3e2278c01be,186823,public
figures/fig30_feature_distributions.png,058600107062acad49ffba4f9d005d6edbfa4369e56acbde1bb2c416c8cb9593,344318,public
figures/fig31_outcome_definitions.pdf,10393323a97ced9d7578620c1341dfe7f01e9286fea2a9a367e8db0cda6a6710,13749,public
figures/fig31_outcome_definitions.png,e82598e05c659c3772cd538489013bb3ab11ebd60619f6a4175c4ea01b23bb5d,145201,public
figures/fig32_score_distributions.png,11420895dabab131fbacfa9c0879fb14f7629c6a138a622c389fda03d2f75eb7,116349,public
figures/fig44_population_gender_comparison.pdf,ae2285c7df647eb77a315641684469be446e02c800315374846f5357a23c07bb,18574,public
figures/fig44_population_gender_comparison.png,f1a8dcf09033ff85000551d28b53292f855b04cf2552d513c485eca1153fab0f,153061,public
figures/fig45_population_college_comparison.pdf,99cecea198219117e0dcdad8221f6dcef31809a2f662d96fcf4abf9c7a6ee930,18351,public
figures/fig45_population_college_comparison.png,1bd1515643c3fd37599878bb60084f257fa3acd50c91f2be6e8717955e362013,180121,public
figures/fig_calibration_by_partition.png,f1a4ecc40eeecf3de61d1d77e6a321e39b5f116dd655157df7df54c325d3c73d,235711,public
figures/fig_calibration_score_shift.png,0b4a2302ac3c82d2e2e7c1ec43c0232445378b3fdd9bcc2b05209f6e016d34f4,101138,public
figures/qc_heldout_test_confusion_matrices.png,b61e0c4c767807f735208b11d6278ee4d114b9617829a8a70180177c3acf0c0d,61817,public
figures/qc_threshold_sensitivity.png,fadd08b9c7f129f34cd4c4d3a7d9eeea7901696920af061405da80b1c3dde001,151677,public
fsii_btabpfn_interaction_matrix.csv,2932519a2048a9106b81fd1d7e2486b54d4d11e9e4fc933877d7cb019153dd9b,4134,public
fsii_budget_convergence.csv,2b395fe12f8aa79b22a5e2567feb012c926c4a4df47b30623c957a8b4a6576f9,422,public
fsii_budget_protocol.json,71302200ead4c1e2f15a0128a99d75f94f0f1385808b4946cf80d1823ffa0a87,330,public
fsii_checkpoint_protocol.json,8b012b6913925552b234b3cda5d106491c288c96dc9ebb29a9e4a7ef364156b3,1568,public
fsii_checkpoint_validation_summary.csv,8960060bbfee5f42fc4bc600d2dc9c9462e576acb9656ffb0bc2e5b57abaaf5b,1216,public
fsii_execution_plan.json,a0ce416f65237c19002ee6e236effa1efc1666282af2b99de7f14d42273654a4,293,public
fsii_main_effects_summary.csv,5f6f45a336adbb606766837d2c5ec085a2375baf84cddd4627a346077459c437,3929,public
fsii_no_distress_population_summary.csv,773bd6a7fa619628f97b8474e34c4c90fdfb433a3f22dfeb2e1ad12ce5368857,5678,public
fsii_pilot_design.csv,3fea3922fcab77f2b20c43532f627b0056e58723910e62977f97ed492bf0b188,447,public
fsii_population_summary.csv,629f027ef8e3940ef36c29fb31c02d43a406b4983c4292a2c4a5a4899215a4f6,32339,public
fsii_top_interactions_summary.csv,1ea8c5b523e111778b23a7470b74fd33da28effbff210a690045e4b834c7c5f5,4197,public
heldout_feature_selection_decision.json,1694e369834bd423cedf32c3f0999b123a58148e35992483f0237b64e4c1c67c,217,public
heldout_feature_selection_development_evidence.csv,2ce102bad5ce1a2dbd525eb3261c3b35b9d3c3ed94f94fc92c2c038856cf7fbb,11277,public
heldout_feature_selection_sensitivity.csv,eb34aa6fccd8f6878ba8ebc86404fd37b36e45ada6999358827ca4aff8421f84,1043,public
heldout_test_model_comparison.csv,8e1e54b714f82881d59068ec5bab0a06f0bb4aa9f8c70e829f921b212ac16808,1273,public
heldout_test_summary.csv,6c67e936cc2570248719b295b2a9ea94ce050fac69bb81db6d6ce6723bfe1911,2280,public
inference_latency.csv,4a79570a02a48b490ec27d472cd1c4b5537cad432fce82d4c844151069d7f33d,4566,public
instrument_inventory.csv,f333d1d2deb0e40d3d2ee974b015f6e4869985a4e688f5b2d043327159a784a6,5819,public
instrument_structure.json,d50ceca88d828e4df221acd9174a8aa6b65c0e03a18c7fb95c64684f750405dc,246,public
interdisciplinary_translation.csv,a0391906c295db3e09fc28253fc40e1c64d380662353011b193688e5e55bb849,1082,public
internet_access_observed_subgroups.csv,8bd3c9b43e6019f3700d9e07a962e9bee4483fa65df6a20e258f8ff2ba2731a0,1311,public
internet_access_perturbation_summary.csv,17a90df8c79afb22b8319fe72ef9d010b856de1d287486c14ff69897f5ac2d28,137,public
k_ablation.csv,2789384292a259e54a8fa9857b9ef2a8390f7e00fc12eafd70c28f98c4fb4e9a,1865,public
k_anonymity_audit.json,77d1cf1eb561c8e417576233885116fec44afcbbec891894c7998829f36cf4d1,312,public
k_evidence_and_decision.csv,add53e3bf138296f3d5eae58512a38d84b78989b571f3c08cb4a878fb0f96d01,2606,public
knust_wilcoxon_folds.csv,602127364b8be1d2eb335cc61a6d2b568d5e1a95c31deedb53963b621a4d1053,344,public
manuscript_numeric_summary.csv,431a1344371f81c120ccafb29291ed54eb3e15feb135db0f050407c6b1909673,541,public
manuscript_table_index.csv,a11af18646bdf82dc1b782a1faef0f11425612b3d0c9b14b7a67f7cddff2d6ea,3647,public
mcnemar_all_models_heldout_test.csv,62b09887582b885b6ee260053600d16100bbec9ea54051c3e98d3e25ca23666c,713,public
mcnemar_b050_vs_standard_oof_threshold.csv,739001fcd0c16f8fb4f7406dbab6bcbc3b34b2270f17bcbda6976df9f0d00b98,330,public
mcnemar_heldout_test_exact.csv,097802427af05751f0888231ce262addfd3cf6b68a727261e509ed49968b8677,254,public
missingness_by_feature.csv,1fd52e4333f8b6e42f8d700b681266049bfbbf3c26e7591a8d25fa8413800f33,882,public
missingness_target_tests.csv,46081171c414a5cb75f6ef91e4fd23b43a400f3ae6dd8f31611070b95e9677ae,1244,public
model_specifications.json,e0f5d33c0e9dd36fd49f3c5406c4af176147efeb1f53a417dd288e43c7e62eee,3536,public
model_workflow_spec.json,271b0ff38d32f6cc7bd147460e7701bf8f486a4e728ff32bd899db75e5e51fc5,2291,public
modelling_fingerprint.json,f8d6167d5b75d90ce485ca46e4f1e98faf9d3a5bcd201dff62109938cc3c5eb8,1335,public
nested_development_summary.csv,ccbdd96687c57ac8332f6465014ebb8d5d87f014498ce17571f51218b4d2838a,2794,public
nested_feature_selection_evidence.csv,5dc5fc53fddd4e53e6b74c2c1b07cdf70acb1903d56413249700dfd6faa03fa2,157982,public
nested_feature_selection_frequency.csv,3997f0cabba0cd00956f22c0c486227288f9f6236d70c73ffcb01fb430b84af4,353,public
nested_feature_selection_metrics.csv,53226f6f24f243fefc526c4978a6f791739114c0c7492240cb58046b1d6c3bab,9764,public
nested_k_inner_metrics.csv,f3fceac55b82439dc2e77fd597ca6270e0b494584af13591aa91bdf45e427f4d,51272,public
nested_k_selections.csv,82bb33c3863fa816416b04b7acb421616e2a61b570ccabe32c39a78799864f88,2528,public
objective_traceability_matrix.csv,7317b3022cf78d43bdbff67e12aea6ecd61d9560c0f3af9980c86591ec446b95,870,public
oof_summary.csv,712833f83858f868c9bcce1a7ff57ead2df3617b42853e25ba706b2c094a4abe,2567,public
operating_point_comparison.csv,7f628d13be04b6e9927d7ea76f5ad037cf16b61c179ccfcabf2f907ac5f89faa,1572,public
operational_tradeoff.csv,06a76c2bf35628722a1061afa462f2e8459aae2ce50baaaa0f928dc6fc423195,1732,public
outcome_definition_counts.csv,e80533ee1d7c8eb3b4fbf53177b639a342b8d2f50aaa7d9f1dd5d6828d6300b8,95,public
package_install.log,285c60cf8d6038404e9be2064279e806114c5f160eb94c08edbd068678fa7363,20939,public
participant_flow_summary.csv,f280a0c5d61d4413900a9899c24db53eb72ca4e2f089a8f8b59149c61ea5b0e7,561,public
performance_mechanism_diagnostic.csv,97359a9f03c5950654e119ef18ac23b5af2010131fac63a168011dc3fe545738,1301,public
permutation_importance_foldwise.csv,ded9945aba49af3fc86d31ac23994c10ee5baa1a3e0e7b7ef7530f7d5aa21dfe,11625,public
pip_check.json,862cee458d0cb9eb76cf8a6efce751d9b7d2514a940740a6a63ab8eecd6f4f75,615,public
population_college_comparison.csv,a6e2c89054cff68d10513d93f766bb602bf3518ac350a99ffd7c5f7e2a843f87,1679,public
population_comparison.csv,517e134db90d37df4d412a69de26dab774abbbeedc745807dad2842a2355f1d2,2383,public
population_comparison_unmatched_categories.csv,8698736e7b44a776571244e9ce0d6ee95f3c0d1afded6effd11000c74c7d47d0,133,public
population_context.json,2ed35ea90f4122c19abbfe4e84721212eeb8574f85a6dfd0f1c3ac2e865d167f,588,public
population_gender_comparison.csv,47061f93ab726fbaf793b1a566c01b2d5fab1c277381e50b599e45b1e61a2933,573,public
